Date;Price(EUR/Ons)
21.04.2021;832.0267
22.04.2021;839.0733
26.04.2021;837.8033
27.04.2021;843.2600
28.04.2021;828.9167
29.04.2021;833.1333
30.04.2021;830.3733
3.05.2021;830.4467
4.05.2021;845.9933
5.05.2021;838.6867
6.05.2021;848.0100
7.05.2021;860.4867
10.05.2021;863.6233
11.05.2021;847.9167
17.05.2021;854.5933
18.05.2021;853.5200
20.05.2021;846.3167
21.05.2021;848.9000
24.05.2021;842.3233
25.05.2021;845.3700
26.05.2021;856.6267
27.05.2021;847.4500
28.05.2021;848.2667
31.05.2021;850.4600
1.06.2021;851.6433
2.06.2021;849.4000
3.06.2021;846.3367
4.06.2021;836.3033
7.06.2021;846.7000
8.06.2021;845.2800
9.06.2021;842.7433
10.06.2021;835.0100
11.06.2021;843.7067
14.06.2021;835.8700
15.06.2021;839.4467
16.06.2021;834.5467
17.06.2021;808.8267
18.06.2021;807.1700
21.06.2021;797.1933
22.06.2021;804.3433
23.06.2021;812.3300
24.06.2021;809.5933
25.06.2021;815.2400
28.06.2021;812.1933
29.06.2021;805.0767
30.06.2021;796.9067
1.07.2021;809.0300
2.07.2021;816.8167
5.07.2021;818.4333
6.07.2021;829.6000
7.07.2021;823.8500
8.07.2021;821.3967
9.07.2021;822.4833
12.07.2021;826.6667
13.07.2021;829.7333
14.07.2021;838.1000
16.07.2021;841.8533
26.07.2021;818.5800
27.07.2021;817.9533
28.07.2021;814.1200
29.07.2021;822.8433
30.07.2021;813.1533
2.08.2021;811.9467
3.08.2021;811.0433
4.08.2021;813.1133
5.08.2021;802.8767
6.08.2021;796.5200
9.08.2021;781.1300
10.08.2021;781.0533
11.08.2021;787.5033
12.08.2021;796.8467
13.08.2021;797.1867
16.08.2021;798.6533
17.08.2021;802.1067
18.08.2021;797.8833
19.08.2021;790.4367
20.08.2021;796.5767
23.08.2021;806.3100
24.08.2021;807.4167
25.08.2021;801.1033
26.08.2021;794.3567
27.08.2021;798.5833
31.08.2021;798.0600
1.09.2021;803.2467
2.09.2021;797.5067
3.09.2021;798.4533
6.09.2021;807.8233
7.09.2021;800.6267
8.09.2021;793.4867
9.09.2021;790.3333
10.09.2021;788.8967
13.09.2021;783.0400
14.09.2021;780.7167
15.09.2021;780.4733
16.09.2021;776.8367
17.09.2021;777.5500
20.09.2021;767.3233
21.09.2021;775.5100
22.09.2021;789.2900
23.09.2021;791.0367
24.09.2021;783.7667
27.09.2021;786.7733
28.09.2021;781.0700
29.09.2021;780.5267
30.09.2021;778.7400
1.10.2021;790.5367
4.10.2021;783.3867
5.10.2021;789.0800
6.10.2021;787.8767
7.10.2021;797.9133
8.10.2021;809.1167
11.10.2021;810.7333
12.10.2021;805.3167
13.10.2021;807.4000
14.10.2021;822.5333
15.10.2021;820.3733
18.10.2021;813.7267
19.10.2021;819.9300
20.10.2021;814.8067
21.10.2021;817.2467
22.10.2021;826.1733
25.10.2021;823.7600
26.10.2021;825.0900
27.10.2021;812.9400
1.11.2021;820.4833
2.11.2021;825.8067
3.11.2021;819.3600
4.11.2021;819.3033
5.11.2021;822.8000
8.11.2021;830.6700
9.11.2021;836.8000
10.11.2021;837.1767
11.11.2021;856.7533
12.11.2021;858.3400
15.11.2021;863.9200
16.11.2021;874.6300
17.11.2021;867.6467
18.11.2021;868.9967
19.11.2021;863.0200
22.11.2021;856.3633
23.11.2021;835.0000
24.11.2021;829.3433
25.11.2021;835.4133
26.11.2021;836.5467
29.11.2021;826.1100
30.11.2021;818.3400
1.12.2021;813.9933
2.12.2021;807.6133
3.12.2021;808.1600
6.12.2021;809.1500
7.12.2021;817.6567
8.12.2021;818.9900
9.12.2021;811.5667
10.12.2021;808.4367
13.12.2021;812.5633
14.12.2021;808.0233
15.12.2021;799.7933
16.12.2021;809.8067
17.12.2021;816.5067
20.12.2021;809.4933
21.12.2021;816.4300
22.12.2021;814.3733
23.12.2021;823.7533
24.12.2021;818.6333
27.12.2021;817.0433
28.12.2021;821.4500
29.12.2021;822.0633
30.12.2021;822.1133
31.12.2021;825.0933
3.01.2022;829.2900
4.01.2022;819.8700
5.01.2022;832.4567
6.01.2022;826.2867
7.01.2022;821.4233
10.01.2022;819.4533
11.01.2022;819.3067
12.01.2022;826.1667
13.01.2022;826.2867
14.01.2022;823.5233
17.01.2022;823.0933
18.01.2022;820.8667
19.01.2022;832.0733
20.01.2022;853.2967
21.01.2022;850.3133
24.01.2022;850.7333
25.01.2022;847.7400
26.01.2022;861.8600
27.01.2022;848.9933
28.01.2022;839.4033
31.01.2022;845.8433
1.02.2022;855.3333
2.02.2022;846.2233
3.02.2022;842.5533
4.02.2022;839.2000
7.02.2022;830.6667
8.02.2022;833.0267
9.02.2022;844.3133
10.02.2022;841.9067
11.02.2022;841.5433
14.02.2022;852.9700
15.02.2022;853.2700
16.02.2022;855.4100
17.02.2022;876.5033
18.02.2022;876.3500
21.02.2022;879.0367
22.02.2022;881.7400
23.02.2022;883.8367
24.02.2022;918.3000
25.02.2022;891.0333
28.02.2022;891.9367
1.03.2022;895.0200
2.03.2022;900.6367
3.03.2022;917.8633
4.03.2022;924.2700
7.03.2022;959.2033
8.03.2022;975.2500
9.03.2022;965.7600
10.03.2022;947.3533
11.03.2022;928.9067
14.03.2022;920.3133
15.03.2022;901.9900
16.03.2022;895.3467
17.03.2022;902.7433
18.03.2022;906.0100
21.03.2022;898.8133
22.03.2022;899.8333
23.03.2022;903.3633
24.03.2022;907.5933
25.03.2022;909.8833
28.03.2022;891.6167
29.03.2022;876.1033
30.03.2022;883.8700
31.03.2022;879.9367
1.04.2022;888.7867
4.04.2022;886.1067
5.04.2022;888.4667
6.04.2022;888.0800
7.04.2022;886.2367
8.04.2022;897.1367
11.04.2022;909.4200
12.04.2022;901.7733
13.04.2022;916.7433
14.04.2022;914.3600
15.04.2022;917.1167
18.04.2022;928.6367
19.04.2022;931.6033
20.04.2022;910.9167
21.04.2022;907.4967
22.04.2022;891.6733
25.04.2022;884.0967
26.04.2022;885.8833
27.04.2022;893.0100
28.04.2022;891.7933
29.04.2022;909.4433
5.05.2022;918.8533
6.05.2022;905.7800
9.05.2022;895.9200
10.05.2022;905.3233
11.05.2022;901.7633
12.05.2022;900.2700
13.05.2022;892.5933
16.05.2022;885.4900
17.05.2022;895.1900
18.05.2022;886.5833
20.05.2022;895.9233
23.05.2022;899.5933
24.05.2022;887.2767
25.05.2022;879.3367
26.05.2022;876.5000
27.05.2022;882.1633
30.05.2022;882.9833
31.05.2022;884.0467
1.06.2022;884.8833
2.06.2022;890.8233
3.06.2022;896.6767
6.06.2022;902.0733
7.06.2022;896.3600
8.06.2022;895.6333
9.06.2022;889.6033
10.06.2022;887.6167
13.06.2022;892.3633
14.06.2022;886.4100
15.06.2022;891.8767
16.06.2022;891.3733
17.06.2022;902.4400
20.06.2022;890.6900
21.06.2022;885.1000
22.06.2022;879.5267
23.06.2022;880.2000
24.06.2022;875.6100
27.06.2022;876.4167
28.06.2022;875.7200
29.06.2022;872.5800
30.06.2022;871.3700
1.07.2022;859.1833
4.07.2022;868.9267
5.07.2022;864.5767
6.07.2022;861.1267
7.07.2022;860.7333
13.07.2022;852.2700
14.07.2022;855.0967
18.07.2022;863.3800
19.07.2022;858.4800
20.07.2022;854.6233
21.07.2022;844.4367
22.07.2022;860.0800
25.07.2022;861.7900
26.07.2022;857.8100
27.07.2022;860.6267
28.07.2022;873.5533
29.07.2022;874.2600
1.08.2022;879.6167
2.08.2022;881.5100
3.08.2022;876.7200
4.08.2022;889.1333
5.08.2022;896.6667
8.08.2022;891.7267
9.08.2022;899.0933
10.08.2022;894.5967
11.08.2022;900.6833
12.08.2022;893.5233
15.08.2022;889.2533
16.08.2022;892.4900
17.08.2022;894.5700
18.08.2022;889.5867
19.08.2022;881.0767
22.08.2022;870.4867
23.08.2022;879.0733
24.08.2022;888.9700
25.08.2022;893.0000
26.08.2022;883.2333
29.08.2022;879.7433
31.08.2022;860.6467
1.09.2022;853.7433
2.09.2022;853.0467
5.09.2022;863.7333
6.09.2022;868.0667
7.09.2022;866.9733
8.09.2022;876.4400
9.09.2022;875.6433
12.09.2022;872.8100
13.09.2022;871.9633
14.09.2022;867.3800
15.09.2022;875.0933
16.09.2022;861.3967
19.09.2022;868.4133
20.09.2022;874.8367
21.09.2022;876.8533
22.09.2022;877.2700
23.09.2022;866.7433
26.09.2022;866.3933
27.09.2022;868.3967
28.09.2022;862.2833
29.09.2022;877.4500
30.09.2022;877.2833
3.10.2022;873.0533
4.10.2022;898.1233
5.10.2022;894.1133
6.10.2022;895.2233
7.10.2022;901.7167
10.10.2022;892.1900
11.10.2022;886.4600
12.10.2022;887.3033
13.10.2022;884.8433
14.10.2022;885.0833
17.10.2022;887.6500
18.10.2022;883.7733
19.10.2022;866.2867
20.10.2022;865.3667
21.10.2022;867.9767
24.10.2022;883.5500
25.10.2022;870.5033
26.10.2022;883.1200
27.10.2022;876.2100
31.10.2022;863.5300
1.11.2022;880.7600
2.11.2022;884.3467
3.11.2022;864.7067
4.11.2022;888.8567
7.11.2022;901.7400
8.11.2022;892.7167
9.11.2022;906.1333
10.11.2022;905.8767
11.11.2022;934.0933
14.11.2022;906.6567
15.11.2022;909.9567
16.11.2022;904.0667
17.11.2022;892.6967
18.11.2022;890.7233
21.11.2022;883.1467
22.11.2022;898.6200
23.11.2022;890.0333
24.11.2022;892.1000
25.11.2022;884.3233
28.11.2022;887.3467
29.11.2022;888.7867
30.11.2022;900.5567
1.12.2022;910.3133
2.12.2022;907.2033
5.12.2022;897.9667
6.12.2022;884.1500
7.12.2022;884.8100
8.12.2022;890.4733
9.12.2022;893.9267
12.12.2022;892.6267
13.12.2022;892.4400
14.12.2022;901.3100
15.12.2022;883.7633
16.12.2022;879.5767
19.12.2022;884.4933
20.12.2022;886.8833
21.12.2022;889.7533
22.12.2022;889.9600
23.12.2022;883.9033
26.12.2022;893.5633
27.12.2022;891.7467
28.12.2022;893.7600
29.12.2022;891.9033
30.12.2022;906.6900
2.01.2023;909.0433
3.01.2023;920.7767
4.01.2023;932.6067
5.01.2023;928.5267
6.01.2023;918.4400
9.01.2023;943.3500
10.01.2023;929.4233
11.01.2023;931.5100
12.01.2023;924.9433
13.01.2023;924.0467
16.01.2023;923.2100
17.01.2023;919.8233
18.01.2023;921.9700
19.01.2023;910.0433
20.01.2023;919.0133
23.01.2023;919.6467
24.01.2023;923.2933
25.01.2023;917.5167
26.01.2023;917.2700
27.01.2023;907.9667
30.01.2023;908.3733
31.01.2023;897.7367
1.02.2023;909.0100
2.02.2023;917.6933
3.02.2023;897.5333
6.02.2023;883.6033
7.02.2023;889.0333
8.02.2023;898.1600
9.02.2023;891.8233
10.02.2023;885.8067
13.02.2023;880.3900
14.02.2023;882.8600
15.02.2023;864.0400
16.02.2023;864.5233
17.02.2023;862.7633
20.02.2023;874.2333
21.02.2023;869.5433
22.02.2023;880.3567
23.02.2023;880.6200
24.02.2023;872.3767
27.02.2023;868.6567
28.02.2023;875.1433
1.03.2023;883.9300
